site,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
US-Ro1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,22.5,24.4,25.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,25.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
US-Ro4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,26.6,26.6,26.5,25.5,28.5,27.4
US-Ro6,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,26.5,28.6,26.4,26.6,21.4
US-Rwf,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,22.4,23.5,23.5,21.5,19.4,22.6,-9999.0
US-Rws,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,21.4,20.5,23.5,25.5,23.6,22.5,-9999.0
US-SRG,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,29.7,33.5,32.6,30.6,31.7,29.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
US-SRM,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,31.3,29.6,27.4,28.6,28.4,31.6,30.5,32.5,31.6,28.7,30.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
US-Syv,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,25.5,22.6,-9999.0,-9999.0,21.4,25.8,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,21.6,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
US-Ton,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,25.5,24.5,23.7,25.4,26.4,26.4,27.4,23.4,24.5,23.6,26.5,29.5,26.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
US-Tw1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,30.5,26.5,25.3,26.6,29.4,30.5,26.7,27.6,27.4,-9999.0
US-UMB,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,20.6,23.5,23.4,23.6,21.5,26.6,23.5,25.5,26.5,22.4,23.7,24.6,24.6,25.4,24.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
US-UMd,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,25.5,19.7,22.5,24.5,24.6,25.5,25.5,20.4,24.4,23.4,23.5,27.5,23.5,26.5
US-WCr,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,24.0,23.6,25.4,25.6,21.3,23.5,21.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,24.5,-9999.0,25.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
US-Whs,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,29.5,31.6,23.5,31.6,29.5,29.5,27.6,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
US-Wjs,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,28.6,18.4,25.4,29.4,28.6,28.3,25.5,27.6,24.5,25.5,29.5,26.7,28.5,26.4
US-Wkg,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,26.5,28.6,26.5,27.6,23.6,23.6,29.4,28.0,27.5,30.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
US-xBR,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,26.5,27.5,24.6,25.5,27.5
